Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,WHO Region
Kyrgyzstan,41.20438,74.766098,5/15/2020,1111,14,745,352,Europe
Latvia,56.8796,24.6032,5/15/2020,970,19,662,289,Europe
Lebanon,33.8547,35.8623,5/15/2020,891,26,246,619,Eastern Mediterranean
Liechtenstein,47.14,9.55,5/15/2020,82,1,81,0,Europe
Lithuania,55.1694,23.8813,5/15/2020,1523,54,965,504,Europe
Luxembourg,49.8153,6.1296,5/15/2020,3923,104,3682,137,Europe
Malaysia,4.210484,101.975766,5/15/2020,6855,112,5439,1304,Western Pacific
Maldives,3.2028,73.2207,5/15/2020,1031,4,49,978,South-East Asia
Malta,35.9375,14.3754,5/15/2020,532,6,458,68,Europe
Moldova,47.4116,28.3699,5/15/2020,5745,202,2228,3315,Europe
Monaco,43.7333,7.4167,5/15/2020,96,4,87,5,Europe
Mongolia,46.8625,103.8467,5/15/2020,98,0,20,78,Western Pacific
Montenegro,42.708678,19.37439,5/15/2020,324,9,311,4,Europe
Morocco,31.7917,-7.0926,5/15/2020,6652,190,3400,3062,Eastern Mediterranean
Nepal,28.1667,84.25,5/15/2020,267,0,36,231,South-East Asia
Netherlands,12.5211,-69.9683,5/15/2020,101,3,93,5,Europe
Netherlands,12.1696,-68.99,5/15/2020,16,1,14,1,Europe
Netherlands,18.0425,-63.0548,5/15/2020,76,15,46,15,Europe
Netherlands,52.1326,5.2913,5/15/2020,43681,5643,0,38038,Europe
New Zealand,-40.9006,174.886,5/15/2020,1498,21,1428,49,Western Pacific
North Macedonia,41.6086,21.7453,5/15/2020,1740,97,1251,392,Europe
Norway,60.472,8.4689,5/15/2020,8219,232,32,7955,Europe
Oman,21.512583,55.923255,5/15/2020,4625,20,1350,3255,Eastern Mediterranean
Pakistan,30.3753,69.3451,5/15/2020,38799,834,10880,27085,Eastern Mediterranean
Papua New Guinea,-6.314993,143.95555,5/15/2020,8,0,8,0,Western Pacific
Philippines,12.879721,121.774017,5/15/2020,12091,806,2460,8825,Western Pacific
Poland,51.9194,19.1451,5/15/2020,18016,907,6918,10191,Europe
Portugal,39.3999,-8.2245,5/15/2020,28583,1190,3328,24065,Europe
Qatar,25.3548,51.1839,5/15/2020,29425,14,3546,25865,Eastern Mediterranean
Romania,45.9432,24.9668,5/15/2020,16437,1070,9370,5997,Europe
Russia,61.52401,105.318756,5/15/2020,262843,2418,58226,202199,Europe
San Marino,43.9424,12.4578,5/15/2020,652,41,189,422,Europe
Saudi Arabia,23.885942,45.079162,5/15/2020,49176,292,21869,27015,Eastern Mediterranean
Serbia,44.0165,21.0059,5/15/2020,10438,225,4301,5912,Europe
Singapore,1.2833,103.8333,5/15/2020,26891,21,7248,19622,Western Pacific
Slovakia,48.669,19.699,5/15/2020,1480,27,1131,322,Europe
Slovenia,46.1512,14.9955,5/15/2020,1465,103,270,1092,Europe
Somalia,5.152149,46.199616,5/15/2020,1284,53,135,1096,Eastern Mediterranean
Spain,40.463667,-3.74922,5/15/2020,230183,27459,144783,57941,Europe
Sri Lanka,7.873054,80.771797,5/15/2020,935,9,477,449,South-East Asia
Sudan,12.8628,30.2176,5/15/2020,1964,91,205,1668,Eastern Mediterranean
Sweden,60.128161,18.643501,5/15/2020,29207,3646,0,25561,Europe
Switzerland,46.8182,8.2275,5/15/2020,30514,1878,27100,1536,Europe
Taiwan*,23.7,121,5/15/2020,440,7,387,46,Western Pacific
Thailand,15.870032,100.992541,5/15/2020,3025,56,2854,115,South-East Asia
Tunisia,33.886917,9.537499,5/15/2020,1035,45,802,188,Eastern Mediterranean
Turkey,38.9637,35.2433,5/15/2020,146457,4055,106133,36269,Europe
Ukraine,48.3794,31.1656,5/15/2020,17330,476,4473,12381,Europe
United Arab Emirates,23.424076,53.847818,5/15/2020,21831,210,7328,14293,Eastern Mediterranean
United Kingdom,32.3078,-64.7505,5/15/2020,122,9,66,47,Europe
United Kingdom,19.3133,-81.2546,5/15/2020,94,1,55,38,Europe
United Kingdom,49.3723,-2.3644,5/15/2020,549,43,457,49,Europe
United Kingdom,36.1408,-5.3536,5/15/2020,147,0,144,3,Europe
United Kingdom,54.2361,-4.5481,5/15/2020,334,24,285,25,Europe
United Kingdom,16.742498,-62.187366,5/15/2020,11,1,8,2,Europe
United Kingdom,55.3781,-3.436,5/15/2020,226041,34028,0,192013,Europe
Uzbekistan,41.377491,64.585262,5/15/2020,2686,11,2158,517,Europe
Vietnam,14.058324,108.277199,5/15/2020,314,0,260,54,Western Pacific
Syria,34.802075,38.996815,5/15/2020,50,3,0,47,Eastern Mediterranean
Timor-Leste,-8.874217,125.727539,5/15/2020,24,0,0,24,South-East Asia
Laos,19.85627,102.495496,5/15/2020,19,0,14,5,Western Pacific
Libya,26.3351,17.228331,5/15/2020,64,3,28,33,Eastern Mediterranean
West Bank and Gaza,31.9522,35.2332,5/15/2020,375,2,315,58,Eastern Mediterranean
Kosovo,42.602636,20.902977,5/15/2020,944,29,690,225,Europe
Burma,21.9162,95.956,5/15/2020,182,6,89,87,South-East Asia
United Kingdom,18.2206,-63.0686,5/15/2020,3,0,3,0,Europe
United Kingdom,18.4207,-64.64,5/15/2020,8,1,6,1,Europe
United Kingdom,21.694,-71.7979,5/15/2020,12,1,10,1,Europe
United Kingdom,-51.7963,-59.5236,5/15/2020,13,0,13,0,Europe
France,46.8852,-56.3159,5/15/2020,1,0,1,0,Europe
Yemen,15.552727,48.516388,5/15/2020,106,15,1,90,Eastern Mediterranean
Tajikistan,38.861,71.2761,5/15/2020,1118,33,0,1085,Europe
Afghanistan,33.93911,67.709953,5/16/2020,6402,168,745,5489,Eastern Mediterranean
Albania,41.1533,20.1683,5/16/2020,933,31,714,188,Europe
Andorra,42.5063,1.5218,5/16/2020,761,51,615,95,Europe
Armenia,40.0691,45.0382,5/16/2020,4283,55,1791,2437,Europe
Australia,-35.4735,149.0124,5/16/2020,107,3,104,0,Western Pacific
Australia,-33.8688,151.2093,5/16/2020,3075,45,2611,419,Western Pacific
Australia,-12.4634,130.8456,5/16/2020,29,0,27,2,Western Pacific
Australia,-27.4698,153.0251,5/16/2020,1055,6,1037,12,Western Pacific
Australia,-34.9285,138.6007,5/16/2020,439,4,435,0,Western Pacific
Australia,-42.8821,147.3272,5/16/2020,228,13,192,23,Western Pacific
Australia,-37.8136,144.9631,5/16/2020,1558,18,1417,123,Western Pacific
Australia,-31.9505,115.8605,5/16/2020,553,9,541,3,Western Pacific
Austria,47.5162,14.5501,5/16/2020,16201,629,14524,1048,Europe
Azerbaijan,40.1431,47.5769,5/16/2020,3138,36,1944,1158,Europe
Bahrain,26.0275,50.55,5/16/2020,6747,12,2762,3973,Eastern Mediterranean
Bangladesh,23.685,90.3563,5/16/2020,20995,314,4117,16564,South-East Asia
Belarus,53.7098,27.9534,5/16/2020,28681,160,9498,19023,Europe
Belgium,50.8333,4.469936,5/16/2020,54989,9005,14460,31524,Europe
Bhutan,27.5142,90.4336,5/16/2020,21,0,5,16,South-East Asia
Bosnia and Herzegovina,43.9159,17.6791,5/16/2020,2267,129,1355,783,Europe
Brunei,4.5353,114.7277,5/16/2020,141,1,136,4,Western Pacific
Bulgaria,42.7339,25.4858,5/16/2020,2175,105,573,1497,Europe
Cambodia,11.55,104.9167,5/16/2020,122,0,122,0,Western Pacific
China,31.8257,117.2264,5/16/2020,991,6,985,0,Western Pacific
China,40.1824,116.4142,5/16/2020,593,9,577,7,Western Pacific
China,30.0572,107.874,5/16/2020,579,6,573,0,Western Pacific
China,26.0789,117.9874,5/16/2020,356,1,355,0,Western Pacific
China,35.7518,104.2861,5/16/2020,139,2,137,0,Western Pacific
China,23.3417,113.4244,5/16/2020,1590,8,1579,3,Western Pacific
China,23.8298,108.7881,5/16/2020,254,2,252,0,Western Pacific
China,26.8154,106.8748,5/16/2020,147,2,145,0,Western Pacific
China,19.1959,109.7453,5/16/2020,169,6,162,1,Western Pacific
China,39.549,116.1306,5/16/2020,328,6,0,322,Western Pacific
China,47.862,127.7615,5/16/2020,945,13,932,0,Western Pacific
China,37.8957,114.9042,5/16/2020,1276,22,0,1254,Western Pacific
China,22.3,114.2,5/16/2020,1052,4,1022,26,Western Pacific
China,30.9756,112.2707,5/16/2020,68134,4512,63616,6,Western Pacific
China,27.6104,111.7088,5/16/2020,1019,4,1015,0,Western Pacific
China,44.0935,113.9448,5/16/2020,209,1,196,12,Western Pacific
China,32.9711,119.455,5/16/2020,653,0,653,0,Western Pacific
China,27.614,115.7221,5/16/2020,937,1,936,0,Western Pacific
China,43.6661,126.1923,5/16/2020,144,2,113,29,Western Pacific
China,41.2956,122.6085,5/16/2020,149,2,144,3,Western Pacific
China,22.1667,113.55,5/16/2020,45,0,44,1,Western Pacific
China,37.2692,106.1655,5/16/2020,75,0,75,0,Western Pacific
China,35.7452,95.9956,5/16/2020,18,0,18,0,Western Pacific
China,35.1917,108.8701,5/16/2020,308,3,301,4,Western Pacific
China,36.3427,118.1498,5/16/2020,788,7,780,1,Western Pacific
China,31.202,121.4491,5/16/2020,665,7,641,17,Western Pacific
China,37.5777,112.2922,5/16/2020,198,0,198,0,Western Pacific
China,30.6171,102.7103,5/16/2020,561,3,558,0,Western Pacific
China,39.3054,117.323,5/16/2020,192,3,187,2,Western Pacific
China,31.6927,88.0924,5/16/2020,1,0,1,0,Western Pacific
China,41.1129,85.2401,5/16/2020,76,3,73,0,Western Pacific
China,24.974,101.487,5/16/2020,185,2,183,0,Western Pacific
China,29.1832,120.0934,5/16/2020,1268,1,1267,0,Western Pacific
Croatia,45.1,15.2,5/16/2020,2224,95,1913,216,Europe
Cyprus,35.1264,33.4299,5/16/2020,914,17,515,382,Europe
Czechia,49.8175,15.473,5/16/2020,8455,296,5422,2737,Europe
Denmark,61.8926,-6.9118,5/16/2020,187,0,187,0,Europe
Greenland,71.7069,-42.6043,5/16/2020,11,0,11,0,Europe
Denmark,56.2639,9.5018,5/16/2020,10858,543,9107,1208,Europe
Djibouti,11.8251,42.5903,5/16/2020,1331,4,950,377,Eastern Mediterranean
Egypt,26.820553,30.802498,5/16/2020,11719,612,2950,8157,Eastern Mediterranean
Estonia,58.5953,25.0136,5/16/2020,1770,63,934,773,Europe
Fiji,-17.7134,178.065,5/16/2020,18,0,15,3,Western Pacific
Finland,61.92411,25.748151,5/16/2020,6286,297,5000,989,Europe
France,3.9339,-53.1258,5/16/2020,197,1,125,71,Europe
France,-17.6797,149.4068,5/16/2020,60,0,59,1,Europe
France,16.265,-61.551,5/16/2020,155,13,109,33,Europe
France,-12.8275,45.166244,5/16/2020,1312,18,627,667,Europe
France,-20.904305,165.618042,5/16/2020,18,0,18,0,Europe
France,-21.1151,55.5364,5/16/2020,443,0,354,89,Europe
France,17.9,-62.8333,5/16/2020,6,0,6,0,Europe
France,18.0708,-63.0501,5/16/2020,39,3,30,6,Europe
France,14.6415,-61.0242,5/16/2020,192,14,91,87,Europe
France,46.2276,2.2137,5/16/2020,177207,27483,59142,90582,Europe
Georgia,42.3154,43.3569,5/16/2020,683,12,419,252,Europe
Germany,51.165691,10.451526,5/16/2020,175752,7938,152600,15214,Europe
Greece,39.0742,21.8243,5/16/2020,2819,162,1374,1283,Europe
Holy See,41.9029,12.4534,5/16/2020,12,0,2,10,Europe
Hungary,47.1625,19.5033,5/16/2020,3473,448,1371,1654,Europe
Iceland,64.9631,-19.0208,5/16/2020,1802,10,1786,6,Europe
India,20.593684,78.96288,5/16/2020,90648,2871,34224,53553,South-East Asia
Indonesia,-0.7893,113.9213,5/16/2020,17025,1089,3911,12025,South-East Asia
Iran,32.427908,53.688046,5/16/2020,118392,6937,93147,18308,Eastern Mediterranean
Iraq,33.223191,43.679291,5/16/2020,3260,121,2126,1013,Eastern Mediterranean
Ireland,53.1424,-7.6921,5/16/2020,24048,1533,19470,3045,Europe
Israel,31.046051,34.851612,5/16/2020,16608,268,12855,3485,Europe
Italy,41.87194,12.56738,5/16/2020,224760,31763,122810,70187,Europe
Japan,36.204824,138.252924,5/16/2020,16202,778,10338,5086,Western Pacific
Jordan,31.24,36.51,5/16/2020,607,9,404,194,Eastern Mediterranean
Kazakhstan,48.0196,66.9237,5/16/2020,5850,34,2980,2836,Europe
South Korea,35.907757,127.766922,5/16/2020,11050,262,9888,900,Western Pacific
Kuwait,29.31166,47.481766,5/16/2020,13802,107,3843,9852,Eastern Mediterranean
Kyrgyzstan,41.20438,74.766098,5/16/2020,1117,14,783,320,Europe
Latvia,56.8796,24.6032,5/16/2020,997,19,662,316,Europe
Lebanon,33.8547,35.8623,5/16/2020,902,26,247,629,Eastern Mediterranean
Liechtenstein,47.14,9.55,5/16/2020,82,1,81,0,Europe
Lithuania,55.1694,23.8813,5/16/2020,1534,55,988,491,Europe
Luxembourg,49.8153,6.1296,5/16/2020,3930,104,3699,127,Europe
Malaysia,4.210484,101.975766,5/16/2020,6872,113,5512,1247,Western Pacific
Maldives,3.2028,73.2207,5/16/2020,1078,4,58,1016,South-East Asia
Malta,35.9375,14.3754,5/16/2020,546,6,450,90,Europe
Moldova,47.4116,28.3699,5/16/2020,5934,207,2344,3383,Europe
Monaco,43.7333,7.4167,5/16/2020,96,4,87,5,Europe
Mongolia,46.8625,103.8467,5/16/2020,135,0,20,115,Western Pacific
Montenegro,42.708678,19.37439,5/16/2020,324,9,311,4,Europe
Morocco,31.7917,-7.0926,5/16/2020,6741,192,3487,3062,Eastern Mediterranean
Nepal,28.1667,84.25,5/16/2020,291,1,36,254,South-East Asia
Netherlands,12.5211,-69.9683,5/16/2020,101,3,93,5,Europe
Netherlands,12.1696,-68.99,5/16/2020,16,1,14,1,Europe
Netherlands,18.0425,-63.0548,5/16/2020,77,15,54,8,Europe
Netherlands,52.1326,5.2913,5/16/2020,43870,5670,0,38200,Europe
New Zealand,-40.9006,174.886,5/16/2020,1499,21,1433,45,Western Pacific
North Macedonia,41.6086,21.7453,5/16/2020,1762,98,1267,397,Europe
Norway,60.472,8.4689,5/16/2020,8237,232,32,7973,Europe
Oman,21.512583,55.923255,5/16/2020,5029,21,1436,3572,Eastern Mediterranean
Pakistan,30.3753,69.3451,5/16/2020,40151,873,11341,27937,Eastern Mediterranean
Papua New Guinea,-6.314993,143.95555,5/16/2020,8,0,8,0,Western Pacific
Philippines,12.879721,121.774017,5/16/2020,12305,817,2561,8927,Western Pacific
Poland,51.9194,19.1451,5/16/2020,18257,915,7175,10167,Europe
Portugal,39.3999,-8.2245,5/16/2020,28810,1203,3822,23785,Europe
Qatar,25.3548,51.1839,5/16/2020,30972,15,3788,27169,Eastern Mediterranean
Romania,45.9432,24.9668,5/16/2020,16704,1094,9574,6036,Europe
Russia,61.52401,105.318756,5/16/2020,272043,2537,63166,206340,Europe
San Marino,43.9424,12.4578,5/16/2020,653,41,198,414,Europe
Saudi Arabia,23.885942,45.079162,5/16/2020,52016,302,23666,28048,Eastern Mediterranean
Serbia,44.0165,21.0059,5/16/2020,10496,228,4479,5789,Europe
Singapore,1.2833,103.8333,5/16/2020,27356,22,8342,18992,Western Pacific
Slovakia,48.669,19.699,5/16/2020,1493,28,1151,314,Europe
Slovenia,46.1512,14.9955,5/16/2020,1465,103,272,1090,Europe
Somalia,5.152149,46.199616,5/16/2020,1357,55,148,1154,Eastern Mediterranean
Spain,40.463667,-3.74922,5/16/2020,230698,27563,146446,56689,Europe
Sri Lanka,7.873054,80.771797,5/16/2020,960,9,520,431,South-East Asia
Sudan,12.8628,30.2176,5/16/2020,2289,97,222,1970,Eastern Mediterranean
Sweden,60.128161,18.643501,5/16/2020,29677,3674,0,26003,Europe
Switzerland,46.8182,8.2275,5/16/2020,30572,1879,27400,1293,Europe
Taiwan*,23.7,121,5/16/2020,440,7,389,44,Western Pacific
Thailand,15.870032,100.992541,5/16/2020,3025,56,2855,114,South-East Asia
Tunisia,33.886917,9.537499,5/16/2020,1037,45,807,185,Eastern Mediterranean
Turkey,38.9637,35.2433,5/16/2020,148067,4096,108137,35834,Europe
Ukraine,48.3794,31.1656,5/16/2020,17858,497,4906,12455,Europe
United Arab Emirates,23.424076,53.847818,5/16/2020,22627,214,7931,14482,Eastern Mediterranean
United Kingdom,32.3078,-64.7505,5/16/2020,123,9,73,41,Europe
United Kingdom,19.3133,-81.2546,5/16/2020,94,1,55,38,Europe
United Kingdom,49.3723,-2.3644,5/16/2020,554,43,458,53,Europe
United Kingdom,36.1408,-5.3536,5/16/2020,147,0,145,2,Europe
United Kingdom,54.2361,-4.5481,5/16/2020,335,24,285,26,Europe
United Kingdom,16.742498,-62.187366,5/16/2020,11,1,10,0,Europe
United Kingdom,55.3781,-3.436,5/16/2020,228106,34508,0,193598,Europe
Uzbekistan,41.377491,64.585262,5/16/2020,2738,11,2213,514,Europe
Vietnam,14.058324,108.277199,5/16/2020,318,0,260,58,Western Pacific
Syria,34.802075,38.996815,5/16/2020,51,3,0,48,Eastern Mediterranean
Timor-Leste,-8.874217,125.727539,5/16/2020,24,0,0,24,South-East Asia
Laos,19.85627,102.495496,5/16/2020,19,0,14,5,Western Pacific
Libya,26.3351,17.228331,5/16/2020,65,3,28,34,Eastern Mediterranean
West Bank and Gaza,31.9522,35.2332,5/16/2020,376,2,329,45,Eastern Mediterranean
Kosovo,42.602636,20.902977,5/16/2020,944,29,690,225,Europe
Burma,21.9162,95.956,5/16/2020,182,6,96,80,South-East Asia
United Kingdom,18.2206,-63.0686,5/16/2020,3,0,3,0,Europe
United Kingdom,18.4207,-64.64,5/16/2020,8,1,6,1,Europe
United Kingdom,21.694,-71.7979,5/16/2020,12,1,10,1,Europe
United Kingdom,-51.7963,-59.5236,5/16/2020,13,0,13,0,Europe
France,46.8852,-56.3159,5/16/2020,1,0,1,0,Europe
Yemen,15.552727,48.516388,5/16/2020,122,18,1,103,Eastern Mediterranean
Tajikistan,38.861,71.2761,5/16/2020,1322,36,0,1286,Europe
Afghanistan,33.93911,67.709953,5/17/2020,6664,169,778,5717,Eastern Mediterranean
Albania,41.1533,20.1683,5/17/2020,946,31,715,200,Europe
Andorra,42.5063,1.5218,5/17/2020,761,51,617,93,Europe
Armenia,40.0691,45.0382,5/17/2020,4472,60,1925,2487,Europe
Australia,-35.4735,149.0124,5/17/2020,107,3,104,0,Western Pacific
Australia,-33.8688,151.2093,5/17/2020,3076,46,2612,418,Western Pacific
Australia,-12.4634,130.8456,5/17/2020,29,0,27,2,Western Pacific
Australia,-27.4698,153.0251,5/17/2020,1057,6,1038,13,Western Pacific
Australia,-34.9285,138.6007,5/17/2020,439,4,435,0,Western Pacific
Australia,-42.8821,147.3272,5/17/2020,228,13,194,21,Western Pacific
Australia,-37.8136,144.9631,5/17/2020,1564,18,1439,107,Western Pacific
Australia,-31.9505,115.8605,5/17/2020,554,9,543,2,Western Pacific
Austria,47.5162,14.5501,5/17/2020,16242,629,14563,1050,Europe
Azerbaijan,40.1431,47.5769,5/17/2020,3274,39,2015,1220,Europe
Bahrain,26.0275,50.55,5/17/2020,6956,12,2910,4034,Eastern Mediterranean
Bangladesh,23.685,90.3563,5/17/2020,22268,328,4373,17567,South-East Asia
Belarus,53.7098,27.9534,5/17/2020,29650,165,9932,19553,Europe
Belgium,50.8333,4.469936,5/17/2020,55280,9052,14630,31598,Europe
Bhutan,27.5142,90.4336,5/17/2020,21,0,5,16,South-East Asia
Bosnia and Herzegovina,43.9159,17.6791,5/17/2020,2290,133,1436,721,Europe
Brunei,4.5353,114.7277,5/17/2020,141,1,136,4,Western Pacific
Bulgaria,42.7339,25.4858,5/17/2020,2211,108,598,1505,Europe
Cambodia,11.55,104.9167,5/17/2020,122,0,122,0,Western Pacific
China,31.8257,117.2264,5/17/2020,991,6,985,0,Western Pacific
China,40.1824,116.4142,5/17/2020,593,9,578,6,Western Pacific
China,30.0572,107.874,5/17/2020,579,6,573,0,Western Pacific
China,26.0789,117.9874,5/17/2020,356,1,355,0,Western Pacific
China,35.7518,104.2861,5/17/2020,139,2,137,0,Western Pacific
China,23.3417,113.4244,5/17/2020,1590,8,1579,3,Western Pacific
China,23.8298,108.7881,5/17/2020,254,2,252,0,Western Pacific
China,26.8154,106.8748,5/17/2020,147,2,145,0,Western Pacific
China,19.1959,109.7453,5/17/2020,169,6,162,1,Western Pacific
China,39.549,116.1306,5/17/2020,328,6,0,322,Western Pacific
China,47.862,127.7615,5/17/2020,945,13,932,0,Western Pacific
China,37.8957,114.9042,5/17/2020,1276,22,0,1254,Western Pacific
China,22.3,114.2,5/17/2020,1055,4,1024,27,Western Pacific
China,30.9756,112.2707,5/17/2020,68134,4512,63616,6,Western Pacific
China,27.6104,111.7088,5/17/2020,1019,4,1015,0,Western Pacific
China,44.0935,113.9448,5/17/2020,213,1,196,16,Western Pacific
China,32.9711,119.455,5/17/2020,653,0,653,0,Western Pacific
China,27.614,115.7221,5/17/2020,937,1,936,0,Western Pacific
China,43.6661,126.1923,5/17/2020,146,2,122,22,Western Pacific
China,41.2956,122.6085,5/17/2020,149,2,144,3,Western Pacific
China,22.1667,113.55,5/17/2020,45,0,44,1,Western Pacific
China,37.2692,106.1655,5/17/2020,75,0,75,0,Western Pacific
China,35.7452,95.9956,5/17/2020,18,0,18,0,Western Pacific
China,35.1917,108.8701,5/17/2020,308,3,301,4,Western Pacific
China,36.3427,118.1498,5/17/2020,788,7,780,1,Western Pacific
China,31.202,121.4491,5/17/2020,666,7,641,18,Western Pacific
China,37.5777,112.2922,5/17/2020,198,0,198,0,Western Pacific
China,30.6171,102.7103,5/17/2020,561,3,558,0,Western Pacific
China,39.3054,117.323,5/17/2020,192,3,187,2,Western Pacific
China,31.6927,88.0924,5/17/2020,1,0,1,0,Western Pacific
China,41.1129,85.2401,5/17/2020,76,3,73,0,Western Pacific
China,24.974,101.487,5/17/2020,185,2,183,0,Western Pacific
China,29.1832,120.0934,5/17/2020,1268,1,1267,0,Western Pacific
Croatia,45.1,15.2,5/17/2020,2226,95,1936,195,Europe
Cyprus,35.1264,33.4299,5/17/2020,916,17,515,384,Europe
Czechia,49.8175,15.473,5/17/2020,8475,298,5462,2715,Europe
Denmark,61.8926,-6.9118,5/17/2020,187,0,187,0,Europe
Greenland,71.7069,-42.6043,5/17/2020,11,0,11,0,Europe
Denmark,56.2639,9.5018,5/17/2020,10927,547,9227,1153,Europe
Djibouti,11.8251,42.5903,5/17/2020,1401,4,972,425,Eastern Mediterranean
Egypt,26.820553,30.802498,5/17/2020,12229,630,3172,8427,Eastern Mediterranean
Estonia,58.5953,25.0136,5/17/2020,1774,63,938,773,Europe
Fiji,-17.7134,178.065,5/17/2020,18,0,15,3,Western Pacific
Finland,61.92411,25.748151,5/17/2020,6347,298,5000,1049,Europe
France,3.9339,-53.1258,5/17/2020,197,1,125,71,Europe
France,-17.6797,149.4068,5/17/2020,60,0,59,1,Europe
France,16.265,-61.551,5/17/2020,155,13,109,33,Europe
France,-12.8275,45.166244,5/17/2020,1342,18,627,697,Europe
France,-20.904305,165.618042,5/17/2020,18,0,18,0,Europe
France,-21.1151,55.5364,5/17/2020,443,0,354,89,Europe
France,17.9,-62.8333,5/17/2020,6,0,6,0,Europe
France,18.0708,-63.0501,5/17/2020,39,3,30,6,Europe
France,14.6415,-61.0242,5/17/2020,192,14,91,87,Europe
France,46.2276,2.2137,5/17/2020,177240,28062,59907,89271,Europe
Georgia,42.3154,43.3569,5/17/2020,695,12,425,258,Europe
Germany,51.165691,10.451526,5/17/2020,176369,7962,154011,14396,Europe
Greece,39.0742,21.8243,5/17/2020,2834,163,1374,1297,Europe
Holy See,41.9029,12.4534,5/17/2020,12,0,2,10,Europe
Hungary,47.1625,19.5033,5/17/2020,3509,451,1396,1662,Europe
Iceland,64.9631,-19.0208,5/17/2020,1802,10,1786,6,Europe
India,20.593684,78.96288,5/17/2020,95698,3025,36795,55878,South-East Asia
Indonesia,-0.7893,113.9213,5/17/2020,17514,1148,4129,12237,South-East Asia
Iran,32.427908,53.688046,5/17/2020,120198,6988,94464,18746,Eastern Mediterranean
Iraq,33.223191,43.679291,5/17/2020,3404,123,2218,1063,Eastern Mediterranean
Ireland,53.1424,-7.6921,5/17/2020,24112,1543,19470,3099,Europe
Israel,31.046051,34.851612,5/17/2020,16617,272,12942,3403,Europe
Italy,41.87194,12.56738,5/17/2020,225435,31908,125176,68351,Europe
Japan,36.204824,138.252924,5/17/2020,16226,787,11153,4286,Western Pacific
Jordan,31.24,36.51,5/17/2020,613,9,408,196,Eastern Mediterranean
Kazakhstan,48.0196,66.9237,5/17/2020,6157,34,3256,2867,Europe
South Korea,35.907757,127.766922,5/17/2020,11065,263,9904,898,Western Pacific
Kuwait,29.31166,47.481766,5/17/2020,14850,112,4093,10645,Eastern Mediterranean
Kyrgyzstan,41.20438,74.766098,5/17/2020,1138,14,804,320,Europe
Latvia,56.8796,24.6032,5/17/2020,1008,19,662,327,Europe
Lebanon,33.8547,35.8623,5/17/2020,911,26,247,638,Eastern Mediterranean
Liechtenstein,47.14,9.55,5/17/2020,82,1,81,0,Europe
Lithuania,55.1694,23.8813,5/17/2020,1541,56,997,488,Europe
Luxembourg,49.8153,6.1296,5/17/2020,3945,107,3702,136,Europe
Malaysia,4.210484,101.975766,5/17/2020,6894,113,5571,1210,Western Pacific
Maldives,3.2028,73.2207,5/17/2020,1094,4,58,1032,South-East Asia
Malta,35.9375,14.3754,5/17/2020,553,6,454,93,Europe
Moldova,47.4116,28.3699,5/17/2020,6060,211,2344,3505,Europe
Monaco,43.7333,7.4167,5/17/2020,96,4,87,5,Europe
Mongolia,46.8625,103.8467,5/17/2020,136,0,21,115,Western Pacific
Montenegro,42.708678,19.37439,5/17/2020,324,9,311,4,Europe
Morocco,31.7917,-7.0926,5/17/2020,6870,192,3660,3018,Eastern Mediterranean
Nepal,28.1667,84.25,5/17/2020,295,2,36,257,South-East Asia
Netherlands,12.5211,-69.9683,5/17/2020,101,3,93,5,Europe
Netherlands,12.1696,-68.99,5/17/2020,16,1,14,1,Europe
Netherlands,18.0425,-63.0548,5/17/2020,77,15,54,8,Europe
Netherlands,52.1326,5.2913,5/17/2020,43995,5680,0,38315,Europe
New Zealand,-40.9006,174.886,5/17/2020,1499,21,1433,45,Western Pacific
North Macedonia,41.6086,21.7453,5/17/2020,1792,101,1293,398,Europe
Norway,60.472,8.4689,5/17/2020,8249,232,32,7985,Europe
Oman,21.512583,55.923255,5/17/2020,5186,22,1465,3699,Eastern Mediterranean
Pakistan,30.3753,69.3451,5/17/2020,42125,903,11922,29300,Eastern Mediterranean
Papua New Guinea,-6.314993,143.95555,5/17/2020,8,0,8,0,Western Pacific
Philippines,12.879721,121.774017,5/17/2020,12513,824,2635,9054,Western Pacific
Poland,51.9194,19.1451,5/17/2020,18529,925,7451,10153,Europe
Portugal,39.3999,-8.2245,5/17/2020,29036,1218,4636,23182,Europe
Qatar,25.3548,51.1839,5/17/2020,32604,15,4370,28219,Eastern Mediterranean
Romania,45.9432,24.9668,5/17/2020,16871,1107,9890,5874,Europe
Russia,61.52401,105.318756,5/17/2020,281752,2631,67373,211748,Europe
San Marino,43.9424,12.4578,5/17/2020,654,41,201,412,Europe
Saudi Arabia,23.885942,45.079162,5/17/2020,54752,312,25722,28718,Eastern Mediterranean
Serbia,44.0165,21.0059,5/17/2020,10610,230,4713,5667,Europe
Singapore,1.2833,103.8333,5/17/2020,28038,22,9340,18676,Western Pacific
Slovakia,48.669,19.699,5/17/2020,1494,28,1163,303,Europe
Slovenia,46.1512,14.9955,5/17/2020,1466,104,273,1089,Europe
Somalia,5.152149,46.199616,5/17/2020,1421,56,152,1213,Eastern Mediterranean
Spain,40.463667,-3.74922,5/17/2020,230698,27563,146446,56689,Europe
Sri Lanka,7.873054,80.771797,5/17/2020,981,9,538,434,South-East Asia
