Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,WHO Region
Sweden,60.128161,18.643501,4/16/2020,12540,1333,0,11207,Europe
Switzerland,46.8182,8.2275,4/16/2020,26732,1281,15900,9551,Europe
Taiwan*,23.7,121,4/16/2020,395,6,155,234,Western Pacific
Thailand,15.870032,100.992541,4/16/2020,2672,46,1593,1033,South-East Asia
Tunisia,33.886917,9.537499,4/16/2020,822,37,43,742,Eastern Mediterranean
Turkey,38.9637,35.2433,4/16/2020,74193,1643,7089,65461,Europe
Ukraine,48.3794,31.1656,4/16/2020,4161,116,186,3859,Europe
United Arab Emirates,23.424076,53.847818,4/16/2020,5825,35,1095,4695,Eastern Mediterranean
United Kingdom,32.3078,-64.7505,4/16/2020,81,5,33,43,Europe
United Kingdom,19.3133,-81.2546,4/16/2020,60,1,6,53,Europe
United Kingdom,49.3723,-2.3644,4/16/2020,457,19,73,365,Europe
United Kingdom,36.1408,-5.3536,4/16/2020,131,0,104,27,Europe
United Kingdom,54.2361,-4.5481,4/16/2020,284,4,154,126,Europe
United Kingdom,16.742498,-62.187366,4/16/2020,11,0,1,10,Europe
United Kingdom,55.3781,-3.436,4/16/2020,111756,15956,0,95800,Europe
Uzbekistan,41.377491,64.585262,4/16/2020,1349,4,129,1216,Europe
Vietnam,14.058324,108.277199,4/16/2020,268,0,177,91,Western Pacific
Syria,34.802075,38.996815,4/16/2020,33,2,0,31,Eastern Mediterranean
Timor-Leste,-8.874217,125.727539,4/16/2020,18,0,0,18,South-East Asia
Laos,19.85627,102.495496,4/16/2020,19,0,2,17,Western Pacific
Libya,26.3351,17.228331,4/16/2020,49,1,11,37,Eastern Mediterranean
West Bank and Gaza,31.9522,35.2332,4/16/2020,294,2,63,229,Eastern Mediterranean
Kosovo,42.602636,20.902977,4/16/2020,449,11,79,359,Europe
Burma,21.9162,95.956,4/16/2020,85,4,2,79,South-East Asia
United Kingdom,18.2206,-63.0686,4/16/2020,3,0,1,2,Europe
United Kingdom,18.4207,-64.64,4/16/2020,3,0,2,1,Europe
United Kingdom,21.694,-71.7979,4/16/2020,11,1,0,10,Europe
United Kingdom,-51.7963,-59.5236,4/16/2020,11,0,1,10,Europe
France,46.8852,-56.3159,4/16/2020,1,0,0,1,Europe
Yemen,15.552727,48.516388,4/16/2020,1,0,0,1,Eastern Mediterranean
Tajikistan,38.861,71.2761,4/16/2020,0,0,0,0,Europe
Afghanistan,33.93911,67.709953,4/17/2020,906,30,99,777,Eastern Mediterranean
Albania,41.1533,20.1683,4/17/2020,539,26,283,230,Europe
Andorra,42.5063,1.5218,4/17/2020,696,35,191,470,Europe
Armenia,40.0691,45.0382,4/17/2020,1201,19,402,780,Europe
Australia,-35.4735,149.0124,4/17/2020,103,3,81,19,Western Pacific
Australia,-33.8688,151.2093,4/17/2020,2926,26,1379,1521,Western Pacific
Australia,-12.4634,130.8456,4/17/2020,28,0,9,19,Western Pacific
Australia,-27.4698,153.0251,4/17/2020,1007,5,442,560,Western Pacific
Australia,-34.9285,138.6007,4/17/2020,435,4,331,100,Western Pacific
Australia,-42.8821,147.3272,4/17/2020,180,7,67,106,Western Pacific
Australia,-37.8136,144.9631,4/17/2020,1302,14,1159,129,Western Pacific
Australia,-31.9505,115.8605,4/17/2020,541,7,340,194,Western Pacific
Austria,47.5162,14.5501,4/17/2020,14595,431,9704,4460,Europe
Azerbaijan,40.1431,47.5769,4/17/2020,1340,15,528,797,Europe
Bahrain,26.0275,50.55,4/17/2020,1740,7,725,1008,Eastern Mediterranean
Bangladesh,23.685,90.3563,4/17/2020,1838,75,58,1705,South-East Asia
Belarus,53.7098,27.9534,4/17/2020,4779,42,342,4395,Europe
Belgium,50.8333,4.469936,4/17/2020,36138,5163,7961,23014,Europe
Bhutan,27.5142,90.4336,4/17/2020,5,0,2,3,South-East Asia
Bosnia and Herzegovina,43.9159,17.6791,4/17/2020,1214,46,320,848,Europe
Brunei,4.5353,114.7277,4/17/2020,136,1,112,23,Western Pacific
Bulgaria,42.7339,25.4858,4/17/2020,846,41,141,664,Europe
Cambodia,11.55,104.9167,4/17/2020,122,0,98,24,Western Pacific
China,31.8257,117.2264,4/17/2020,991,6,984,1,Western Pacific
China,40.1824,116.4142,4/17/2020,593,8,509,76,Western Pacific
China,30.0572,107.874,4/17/2020,579,6,570,3,Western Pacific
China,26.0789,117.9874,4/17/2020,354,1,334,19,Western Pacific
China,35.7518,104.2861,4/17/2020,139,2,137,0,Western Pacific
China,23.3417,113.4244,4/17/2020,1577,8,1475,94,Western Pacific
China,23.8298,108.7881,4/17/2020,254,2,252,0,Western Pacific
China,26.8154,106.8748,4/17/2020,146,2,144,0,Western Pacific
China,19.1959,109.7453,4/17/2020,168,6,162,0,Western Pacific
China,39.549,116.1306,4/17/2020,328,6,0,322,Western Pacific
China,47.862,127.7615,4/17/2020,872,13,471,388,Western Pacific
China,37.8957,114.9042,4/17/2020,1276,22,0,1254,Western Pacific
China,22.3,114.2,4/17/2020,1021,4,533,484,Western Pacific
China,30.9756,112.2707,4/17/2020,68128,4512,63487,129,Western Pacific
China,27.6104,111.7088,4/17/2020,1019,4,1014,1,Western Pacific
China,44.0935,113.9448,4/17/2020,193,1,103,89,Western Pacific
China,32.9711,119.455,4/17/2020,653,0,643,10,Western Pacific
China,27.614,115.7221,4/17/2020,937,1,936,0,Western Pacific
China,43.6661,126.1923,4/17/2020,102,1,97,4,Western Pacific
China,41.2956,122.6085,4/17/2020,146,2,140,4,Western Pacific
China,22.1667,113.55,4/17/2020,45,0,16,29,Western Pacific
China,37.2692,106.1655,4/17/2020,75,0,75,0,Western Pacific
China,35.7452,95.9956,4/17/2020,18,0,18,0,Western Pacific
China,35.1917,108.8701,4/17/2020,256,3,252,1,Western Pacific
China,36.3427,118.1498,4/17/2020,787,7,761,19,Western Pacific
China,31.202,121.4491,4/17/2020,628,7,512,109,Western Pacific
China,37.5777,112.2922,4/17/2020,197,0,135,62,Western Pacific
China,30.6171,102.7103,4/17/2020,560,3,552,5,Western Pacific
China,39.3054,117.323,4/17/2020,189,3,173,13,Western Pacific
China,31.6927,88.0924,4/17/2020,1,0,1,0,Western Pacific
China,41.1129,85.2401,4/17/2020,76,3,73,0,Western Pacific
China,24.974,101.487,4/17/2020,184,2,177,5,Western Pacific
China,29.1832,120.0934,4/17/2020,1268,1,1246,21,Western Pacific
Croatia,45.1,15.2,4/17/2020,1814,36,600,1178,Europe
Cyprus,35.1264,33.4299,4/17/2020,750,12,77,661,Europe
Czechia,49.8175,15.473,4/17/2020,6549,173,1174,5202,Europe
Denmark,61.8926,-6.9118,4/17/2020,184,0,171,13,Europe
Greenland,71.7069,-42.6043,4/17/2020,11,0,11,0,Europe
Denmark,56.2639,9.5018,4/17/2020,7073,336,3389,3348,Europe
Djibouti,11.8251,42.5903,4/17/2020,732,2,76,654,Eastern Mediterranean
Egypt,26.820553,30.802498,4/17/2020,2844,205,646,1993,Eastern Mediterranean
Estonia,58.5953,25.0136,4/17/2020,1459,38,145,1276,Europe
Fiji,-17.7134,178.065,4/17/2020,17,0,0,17,Western Pacific
Finland,61.92411,25.748151,4/17/2020,3489,82,1700,1707,Europe
France,3.9339,-53.1258,4/17/2020,96,0,61,35,Europe
France,-17.6797,149.4068,4/17/2020,55,0,0,55,Europe
France,16.265,-61.551,4/17/2020,145,8,67,70,Europe
France,-12.8275,45.166244,4/17/2020,245,4,117,124,Europe
France,-20.904305,165.618042,4/17/2020,18,0,14,4,Europe
France,-21.1151,55.5364,4/17/2020,402,0,237,165,Europe
France,17.9,-62.8333,4/17/2020,6,0,4,2,Europe
France,18.0708,-63.0501,4/17/2020,35,2,13,20,Europe
France,14.6415,-61.0242,4/17/2020,158,8,73,77,Europe
France,46.2276,2.2137,4/17/2020,146923,18661,33834,94428,Europe
Georgia,42.3154,43.3569,4/17/2020,370,3,79,288,Europe
Germany,51.165691,10.451526,4/17/2020,141397,4352,83114,53931,Europe
Greece,39.0742,21.8243,4/17/2020,2224,108,269,1847,Europe
Holy See,41.9029,12.4534,4/17/2020,8,0,2,6,Europe
Hungary,47.1625,19.5033,4/17/2020,1763,156,207,1400,Europe
Iceland,64.9631,-19.0208,4/17/2020,1754,9,1224,521,Europe
India,20.593684,78.96288,4/17/2020,14352,486,2041,11825,South-East Asia
Indonesia,-0.7893,113.9213,4/17/2020,5923,520,607,4796,South-East Asia
Iran,32.427908,53.688046,4/17/2020,79494,4958,54064,20472,Eastern Mediterranean
Iraq,33.223191,43.679291,4/17/2020,1482,81,906,495,Eastern Mediterranean
Ireland,53.1424,-7.6921,4/17/2020,13980,530,77,13373,Europe
Israel,31.046051,34.851612,4/17/2020,12982,151,3126,9705,Europe
Italy,41.87194,12.56738,4/17/2020,172434,22745,42727,106962,Europe
Japan,36.204824,138.252924,4/17/2020,9958,217,935,8806,Western Pacific
Jordan,31.24,36.51,4/17/2020,407,7,265,135,Eastern Mediterranean
Kazakhstan,48.0196,66.9237,4/17/2020,1546,17,347,1182,Europe
South Korea,35.907757,127.766922,4/17/2020,10635,230,7829,2576,Western Pacific
Kuwait,29.31166,47.481766,4/17/2020,1658,5,258,1395,Eastern Mediterranean
Kyrgyzstan,41.20438,74.766098,4/17/2020,489,5,114,370,Europe
Latvia,56.8796,24.6032,4/17/2020,682,5,88,589,Europe
Lebanon,33.8547,35.8623,4/17/2020,668,21,86,561,Eastern Mediterranean
Liechtenstein,47.14,9.55,4/17/2020,79,1,77,1,Europe
Lithuania,55.1694,23.8813,4/17/2020,1149,33,210,906,Europe
Luxembourg,49.8153,6.1296,4/17/2020,3480,72,579,2829,Europe
Malaysia,4.210484,101.975766,4/17/2020,5251,86,2967,2198,Western Pacific
Maldives,3.2028,73.2207,4/17/2020,28,0,16,12,South-East Asia
Malta,35.9375,14.3754,4/17/2020,422,3,91,328,Europe
Moldova,47.4116,28.3699,4/17/2020,2264,56,276,1932,Europe
Monaco,43.7333,7.4167,4/17/2020,94,3,20,71,Europe
Mongolia,46.8625,103.8467,4/17/2020,31,0,5,26,Western Pacific
Montenegro,42.708678,19.37439,4/17/2020,303,5,55,243,Europe
Morocco,31.7917,-7.0926,4/17/2020,2564,135,281,2148,Eastern Mediterranean
Nepal,28.1667,84.25,4/17/2020,30,0,2,28,South-East Asia
Netherlands,12.5211,-69.9683,4/17/2020,96,2,43,51,Europe
Netherlands,12.1696,-68.99,4/17/2020,14,1,10,3,Europe
Netherlands,18.0425,-63.0548,4/17/2020,57,9,12,36,Europe
Netherlands,52.1326,5.2913,4/17/2020,30449,3459,0,26990,Europe
New Zealand,-40.9006,174.886,4/17/2020,1409,11,816,582,Western Pacific
North Macedonia,41.6086,21.7453,4/17/2020,1117,49,139,929,Europe
Norway,60.472,8.4689,4/17/2020,6937,161,32,6744,Europe
Oman,21.512583,55.923255,4/17/2020,1069,6,176,887,Eastern Mediterranean
Pakistan,30.3753,69.3451,4/17/2020,7638,143,1832,5663,Eastern Mediterranean
Papua New Guinea,-6.314993,143.95555,4/17/2020,7,0,0,7,Western Pacific
Philippines,12.879721,121.774017,4/17/2020,5878,387,487,5004,Western Pacific
Poland,51.9194,19.1451,4/17/2020,8379,332,866,7181,Europe
Portugal,39.3999,-8.2245,4/17/2020,19022,657,519,17846,Europe
Qatar,25.3548,51.1839,4/17/2020,4663,7,464,4192,Eastern Mediterranean
Romania,45.9432,24.9668,4/17/2020,8067,411,1508,6148,Europe
Russia,61.52401,105.318756,4/17/2020,32008,273,2590,29145,Europe
San Marino,43.9424,12.4578,4/17/2020,435,39,57,339,Europe
Saudi Arabia,23.885942,45.079162,4/17/2020,7142,87,1049,6006,Eastern Mediterranean
Serbia,44.0165,21.0059,4/17/2020,5690,110,534,5046,Europe
Singapore,1.2833,103.8333,4/17/2020,5050,11,708,4331,Western Pacific
Slovakia,48.669,19.699,4/17/2020,1049,9,175,865,Europe
Slovenia,46.1512,14.9955,4/17/2020,1304,66,174,1064,Europe
Somalia,5.152149,46.199616,4/17/2020,116,6,2,108,Eastern Mediterranean
Spain,40.463667,-3.74922,4/17/2020,190839,20002,74797,96040,Europe
Sri Lanka,7.873054,80.771797,4/17/2020,244,7,77,160,South-East Asia
Sudan,12.8628,30.2176,4/17/2020,33,6,4,23,Eastern Mediterranean
Sweden,60.128161,18.643501,4/17/2020,13216,1400,0,11816,Europe
Switzerland,46.8182,8.2275,4/17/2020,27078,1327,16400,9351,Europe
Taiwan*,23.7,121,4/17/2020,395,6,166,223,Western Pacific
Thailand,15.870032,100.992541,4/17/2020,2700,47,1689,964,South-East Asia
Tunisia,33.886917,9.537499,4/17/2020,864,37,43,784,Eastern Mediterranean
Turkey,38.9637,35.2433,4/17/2020,78546,1769,8631,68146,Europe
Ukraine,48.3794,31.1656,4/17/2020,4662,125,246,4291,Europe
United Arab Emirates,23.424076,53.847818,4/17/2020,6302,37,1188,5077,Eastern Mediterranean
United Kingdom,32.3078,-64.7505,4/17/2020,83,5,35,43,Europe
United Kingdom,19.3133,-81.2546,4/17/2020,61,1,7,53,Europe
United Kingdom,49.3723,-2.3644,4/17/2020,470,20,73,377,Europe
United Kingdom,36.1408,-5.3536,4/17/2020,132,0,105,27,Europe
United Kingdom,54.2361,-4.5481,4/17/2020,291,4,169,118,Europe
United Kingdom,16.742498,-62.187366,4/17/2020,11,0,1,10,Europe
United Kingdom,55.3781,-3.436,4/17/2020,116721,16892,0,99829,Europe
Uzbekistan,41.377491,64.585262,4/17/2020,1405,4,156,1245,Europe
Vietnam,14.058324,108.277199,4/17/2020,268,0,198,70,Western Pacific
Syria,34.802075,38.996815,4/17/2020,38,2,0,36,Eastern Mediterranean
Timor-Leste,-8.874217,125.727539,4/17/2020,18,0,0,18,South-East Asia
Laos,19.85627,102.495496,4/17/2020,19,0,2,17,Western Pacific
Libya,26.3351,17.228331,4/17/2020,49,1,11,37,Eastern Mediterranean
West Bank and Gaza,31.9522,35.2332,4/17/2020,307,2,69,236,Eastern Mediterranean
Kosovo,42.602636,20.902977,4/17/2020,480,12,84,384,Europe
Burma,21.9162,95.956,4/17/2020,88,4,5,79,South-East Asia
United Kingdom,18.2206,-63.0686,4/17/2020,3,0,1,2,Europe
United Kingdom,18.4207,-64.64,4/17/2020,4,0,2,2,Europe
United Kingdom,21.694,-71.7979,4/17/2020,11,1,0,10,Europe
United Kingdom,-51.7963,-59.5236,4/17/2020,11,0,1,10,Europe
France,46.8852,-56.3159,4/17/2020,1,0,0,1,Europe
Yemen,15.552727,48.516388,4/17/2020,1,0,0,1,Eastern Mediterranean
Tajikistan,38.861,71.2761,4/17/2020,0,0,0,0,Europe
Afghanistan,33.93911,67.709953,4/18/2020,933,30,112,791,Eastern Mediterranean
Albania,41.1533,20.1683,4/18/2020,548,26,302,220,Europe
Andorra,42.5063,1.5218,4/18/2020,704,35,205,464,Europe
Armenia,40.0691,45.0382,4/18/2020,1248,20,523,705,Europe
Australia,-35.4735,149.0124,4/18/2020,103,3,88,12,Western Pacific
Australia,-33.8688,151.2093,4/18/2020,2936,26,1379,1531,Western Pacific
Australia,-12.4634,130.8456,4/18/2020,28,0,9,19,Western Pacific
Australia,-27.4698,153.0251,4/18/2020,1015,6,738,271,Western Pacific
Australia,-34.9285,138.6007,4/18/2020,435,4,331,100,Western Pacific
Australia,-42.8821,147.3272,4/18/2020,188,7,67,114,Western Pacific
Australia,-37.8136,144.9631,4/18/2020,1319,14,1172,133,Western Pacific
Australia,-31.9505,115.8605,4/18/2020,544,7,340,197,Western Pacific
Austria,47.5162,14.5501,4/18/2020,14671,443,10214,4014,Europe
Azerbaijan,40.1431,47.5769,4/18/2020,1373,18,590,765,Europe
Bahrain,26.0275,50.55,4/18/2020,1773,7,755,1011,Eastern Mediterranean
Bangladesh,23.685,90.3563,4/18/2020,2144,84,66,1994,South-East Asia
Belarus,53.7098,27.9534,4/18/2020,5297,45,342,4910,Europe
Belgium,50.8333,4.469936,4/18/2020,37183,5453,8348,23382,Europe
Bhutan,27.5142,90.4336,4/18/2020,5,0,2,3,South-East Asia
Bosnia and Herzegovina,43.9159,17.6791,4/18/2020,1268,47,338,883,Europe
Brunei,4.5353,114.7277,4/18/2020,137,1,113,23,Western Pacific
Bulgaria,42.7339,25.4858,4/18/2020,878,41,153,684,Europe
Cambodia,11.55,104.9167,4/18/2020,122,0,103,19,Western Pacific
China,31.8257,117.2264,4/18/2020,991,6,984,1,Western Pacific
China,40.1824,116.4142,4/18/2020,593,8,509,76,Western Pacific
China,30.0572,107.874,4/18/2020,579,6,570,3,Western Pacific
China,26.0789,117.9874,4/18/2020,355,1,336,18,Western Pacific
China,35.7518,104.2861,4/18/2020,139,2,137,0,Western Pacific
China,23.3417,113.4244,4/18/2020,1579,8,1482,89,Western Pacific
China,23.8298,108.7881,4/18/2020,254,2,252,0,Western Pacific
China,26.8154,106.8748,4/18/2020,146,2,144,0,Western Pacific
China,19.1959,109.7453,4/18/2020,168,6,162,0,Western Pacific
China,39.549,116.1306,4/18/2020,328,6,0,322,Western Pacific
China,47.862,127.7615,4/18/2020,892,13,472,407,Western Pacific
China,37.8957,114.9042,4/18/2020,1276,22,0,1254,Western Pacific
China,22.3,114.2,4/18/2020,1024,4,568,452,Western Pacific
China,30.9756,112.2707,4/18/2020,68128,4512,63494,122,Western Pacific
China,27.6104,111.7088,4/18/2020,1019,4,1015,0,Western Pacific
China,44.0935,113.9448,4/18/2020,193,1,104,88,Western Pacific
China,32.9711,119.455,4/18/2020,653,0,643,10,Western Pacific
China,27.614,115.7221,4/18/2020,937,1,936,0,Western Pacific
China,43.6661,126.1923,4/18/2020,102,1,97,4,Western Pacific
China,41.2956,122.6085,4/18/2020,146,2,142,2,Western Pacific
China,22.1667,113.55,4/18/2020,45,0,17,28,Western Pacific
China,37.2692,106.1655,4/18/2020,75,0,75,0,Western Pacific
China,35.7452,95.9956,4/18/2020,18,0,18,0,Western Pacific
China,35.1917,108.8701,4/18/2020,256,3,252,1,Western Pacific
China,36.3427,118.1498,4/18/2020,787,7,765,15,Western Pacific
China,31.202,121.4491,4/18/2020,628,7,512,109,Western Pacific
China,37.5777,112.2922,4/18/2020,197,0,135,62,Western Pacific
China,30.6171,102.7103,4/18/2020,561,3,553,5,Western Pacific
China,39.3054,117.323,4/18/2020,189,3,173,13,Western Pacific
China,31.6927,88.0924,4/18/2020,1,0,1,0,Western Pacific
China,41.1129,85.2401,4/18/2020,76,3,73,0,Western Pacific
China,24.974,101.487,4/18/2020,184,2,177,5,Western Pacific
China,29.1832,120.0934,4/18/2020,1268,1,1246,21,Western Pacific
Croatia,45.1,15.2,4/18/2020,1832,39,615,1178,Europe
Cyprus,35.1264,33.4299,4/18/2020,761,12,79,670,Europe
Czechia,49.8175,15.473,4/18/2020,6606,181,1227,5198,Europe
Denmark,61.8926,-6.9118,4/18/2020,184,0,173,11,Europe
Greenland,71.7069,-42.6043,4/18/2020,11,0,11,0,Europe
Denmark,56.2639,9.5018,4/18/2020,7242,346,3847,3049,Europe
Djibouti,11.8251,42.5903,4/18/2020,732,2,76,654,Eastern Mediterranean
Egypt,26.820553,30.802498,4/18/2020,3032,224,701,2107,Eastern Mediterranean
Estonia,58.5953,25.0136,4/18/2020,1512,38,162,1312,Europe
Fiji,-17.7134,178.065,4/18/2020,17,0,0,17,Western Pacific
Finland,61.92411,25.748151,4/18/2020,3681,90,1700,1891,Europe
France,3.9339,-53.1258,4/18/2020,96,0,64,32,Europe
France,-17.6797,149.4068,4/18/2020,55,0,2,53,Europe
France,16.265,-61.551,4/18/2020,148,8,73,67,Europe
France,-12.8275,45.166244,4/18/2020,254,4,117,133,Europe
France,-20.904305,165.618042,4/18/2020,18,0,14,4,Europe
France,-21.1151,55.5364,4/18/2020,407,0,237,170,Europe
France,17.9,-62.8333,4/18/2020,6,0,5,1,Europe
France,18.0708,-63.0501,4/18/2020,37,2,19,16,Europe
France,14.6415,-61.0242,4/18/2020,158,8,73,77,Europe
France,46.2276,2.2137,4/18/2020,146906,19303,35379,92224,Europe
Georgia,42.3154,43.3569,4/18/2020,388,4,86,298,Europe
Germany,51.165691,10.451526,4/18/2020,143342,4459,85400,53483,Europe
Greece,39.0742,21.8243,4/18/2020,2235,110,269,1856,Europe
Holy See,41.9029,12.4534,4/18/2020,8,0,2,6,Europe
Hungary,47.1625,19.5033,4/18/2020,1834,172,231,1431,Europe
Iceland,64.9631,-19.0208,4/18/2020,1760,9,1291,460,Europe
India,20.593684,78.96288,4/18/2020,15722,521,2463,12738,South-East Asia
Indonesia,-0.7893,113.9213,4/18/2020,6248,535,631,5082,South-East Asia
Iran,32.427908,53.688046,4/18/2020,80868,5031,55987,19850,Eastern Mediterranean
Iraq,33.223191,43.679291,4/18/2020,1513,82,953,478,Eastern Mediterranean
Ireland,53.1424,-7.6921,4/18/2020,14758,571,77,14110,Europe
Israel,31.046051,34.851612,4/18/2020,13265,164,3456,9645,Europe
Italy,41.87194,12.56738,4/18/2020,175925,23227,44927,107771,Europe
Japan,36.204824,138.252924,4/18/2020,10548,236,1069,9243,Western Pacific
Jordan,31.24,36.51,4/18/2020,413,7,269,137,Eastern Mediterranean
Kazakhstan,48.0196,66.9237,4/18/2020,1615,17,377,1221,Europe
South Korea,35.907757,127.766922,4/18/2020,10653,232,7937,2484,Western Pacific
Kuwait,29.31166,47.481766,4/18/2020,1751,6,280,1465,Eastern Mediterranean
Kyrgyzstan,41.20438,74.766098,4/18/2020,506,5,130,371,Europe
Latvia,56.8796,24.6032,4/18/2020,712,5,88,619,Europe
Lebanon,33.8547,35.8623,4/18/2020,672,21,99,552,Eastern Mediterranean
Liechtenstein,47.14,9.55,4/18/2020,79,1,77,1,Europe
Lithuania,55.1694,23.8813,4/18/2020,1239,33,228,978,Europe
Luxembourg,49.8153,6.1296,4/18/2020,3537,72,601,2864,Europe
Malaysia,4.210484,101.975766,4/18/2020,5305,88,3102,2115,Western Pacific
Maldives,3.2028,73.2207,4/18/2020,35,0,16,19,South-East Asia
Malta,35.9375,14.3754,4/18/2020,426,3,99,324,Europe
Moldova,47.4116,28.3699,4/18/2020,2378,57,391,1930,Europe
Monaco,43.7333,7.4167,4/18/2020,94,3,22,69,Europe
Mongolia,46.8625,103.8467,4/18/2020,31,0,5,26,Western Pacific
Montenegro,42.708678,19.37439,4/18/2020,307,5,55,247,Europe
Morocco,31.7917,-7.0926,4/18/2020,2685,137,314,2234,Eastern Mediterranean
Nepal,28.1667,84.25,4/18/2020,31,0,2,29,South-East Asia
Netherlands,12.5211,-69.9683,4/18/2020,96,2,44,50,Europe
Netherlands,12.1696,-68.99,4/18/2020,14,1,11,2,Europe
Netherlands,18.0425,-63.0548,4/18/2020,64,9,12,43,Europe
Netherlands,52.1326,5.2913,4/18/2020,31589,3601,0,27988,Europe
New Zealand,-40.9006,174.886,4/18/2020,1422,11,867,544,Western Pacific
North Macedonia,41.6086,21.7453,4/18/2020,1170,49,164,957,Europe
Norway,60.472,8.4689,4/18/2020,7036,164,32,6840,Europe
Oman,21.512583,55.923255,4/18/2020,1180,6,176,998,Eastern Mediterranean
Pakistan,30.3753,69.3451,4/18/2020,8348,168,1868,6312,Eastern Mediterranean
Papua New Guinea,-6.314993,143.95555,4/18/2020,7,0,0,7,Western Pacific
Philippines,12.879721,121.774017,4/18/2020,6087,397,516,5174,Western Pacific
Poland,51.9194,19.1451,4/18/2020,8742,347,981,7414,Europe
Portugal,39.3999,-8.2245,4/18/2020,19685,687,610,18388,Europe
Qatar,25.3548,51.1839,4/18/2020,5008,8,510,4490,Eastern Mediterranean
Romania,45.9432,24.9668,4/18/2020,8418,421,1730,6267,Europe
Russia,61.52401,105.318756,4/18/2020,36793,313,3057,33423,Europe
San Marino,43.9424,12.4578,4/18/2020,455,39,60,356,Europe
Saudi Arabia,23.885942,45.079162,4/18/2020,8274,92,1329,6853,Eastern Mediterranean
Serbia,44.0165,21.0059,4/18/2020,5994,117,637,5240,Europe
Singapore,1.2833,103.8333,4/18/2020,5992,11,740,5241,Western Pacific
Slovakia,48.669,19.699,4/18/2020,1089,11,213,865,Europe
Slovenia,46.1512,14.9955,4/18/2020,1317,70,190,1057,Europe
Somalia,5.152149,46.199616,4/18/2020,135,7,2,126,Eastern Mediterranean
